Full File Path,Site Location,Date,Camera
Camera_PostCampaign2/EL/EL_10_05_2021_C41_S25.7z,East Legon,10_05_2021,C41
Camera_PostCampaign2/EL/EL_25_04_2022_C18_S11.7z,East Legon,25_04_2022,C18
Camera_PostCampaign2/EL/EL_28_02_2022_C41_S16.7z,East Legon,28_02_2022,C41
Camera_PostCampaign2/EL/EL_10_01_2022_C12_S28.7z,East Legon,10_01_2022,C12
Camera_PostCampaign2/EL/EL_31_05_2021_C41_S28.7z,East Legon,31_05_2021,C41
Camera_PostCampaign2/EL/EL_07_03_2022_C36_S85.7z,East Legon,07_03_2022,C36
Camera_PostCampaign2/EL/EL_28_03_2022_C12_S30.7z,East Legon,28_03_2022,C12
Camera_PostCampaign2/EL/EL_21_02_2022_C12_S20.7z,East Legon,21_02_2022,C12
Camera_PostCampaign2/EL/EL_17_05_2021_C12_S30.7z,East Legon,17_05_2021,C12
Camera_PostCampaign2/EL/EL_07_03_2022_C15_S61.7z,East Legon,07_03_2022,C15
Camera_PostCampaign2/EL/EL_10_05_2021_C12_S15.7z,East Legon,10_05_2021,C12
Camera_PostCampaign2/EL/EL_16_08_2021_C12_S20.7z,East Legon,16_08_2021,C12
Camera_PostCampaign2/EL/EL_17_01_2022_C41_S304.7z,East Legon,17_01_2022,C41
Camera_PostCampaign2/EL/EL_30_08_2021_C12_S46.7z,East Legon,30_08_2021,C12
Camera_PostCampaign2/EL/EL_21_03_2022_C12_S35.7z,East Legon,21_03_2022,C12
Camera_PostCampaign2/EL/EL_23_08_2021_C12_S10.7z,East Legon,23_08_2021,C12
Camera_PostCampaign2/EL/EL_21_06_2021_C41_S65.7z,East Legon,21_06_2021,C41
Camera_PostCampaign2/EL/EL_11_04_2022_C41_S65.7z,East Legon,11_04_2022,C41
Camera_PostCampaign2/EL/EL_14_06_2021_C41_S44.7z,East Legon,14_06_2021,C41
Camera_PostCampaign2/EL/EL_17_05_2021_C41_S34.7z,East Legon,17_05_2021,C41
Camera_PostCampaign2/EL/EL_08_11_2021_C41_S76.7z,East Legon,08_11_2021,C41
Camera_PostCampaign2/EL/EL_03_05__2021_C41_S300.7z,East Legon,03_05_,2021
Camera_PostCampaign2/EL/EL_03_01_2022_C12_S11.7z,East Legon,03_01_2022,C12
Camera_PostCampaign2/EL/EL_17_01_2022_C12_S25.7z,East Legon,17_01_2022,C12
Camera_PostCampaign2/EL/EL_11_10_2021_C41_S44.7z,East Legon,11_10_2021,C41
Camera_PostCampaign2/EL/EL_20_09_2021_C41_S300.7z,East Legon,20_09_2021,C41
Camera_PostCampaign2/EL/EL_21_06_2021_C12_S75.7z,East Legon,21_06_2021,C12
Camera_PostCampaign2/EL/EL_11_10_2021_C12_S34.7z,East Legon,11_10_2021,C12
Camera_PostCampaign2/EL/EL_31_05_2021_C12_S22.7z,East Legon,31_05_2021,C12
Camera_PostCampaign2/EL/EL_14_03_2022_C12_S22.7z,East Legon,14_03_2022,C12
Camera_PostCampaign2/EL/EL_14_03_2022_C41_S300.7z,East Legon,14_03_2022,C41
Camera_PostCampaign2/EL/EL_13_09_2021_C41_S32.7z,East Legon,13_09_2021,C41
Camera_PostCampaign2/EL/EL_10_01_2022_C41_S64.7z,East Legon,10_01_2022,C41
Camera_PostCampaign2/EL/EL_04_04_2022_C12_S20.7z,East Legon,04_04_2022,C12
Camera_PostCampaign2/EL/EL_16_08_2021_C41_S304.7z,East Legon,16_08_2021,C41
Camera_PostCampaign2/EL/EL_14_02_2022_C12_S16.7z,East Legon,14_02_2022,C12
Camera_PostCampaign2/EL/EL_30_08_2021_C41_S61.7z,East Legon,30_08_2021,C41
Camera_PostCampaign2/EL/EL_28_02_2022_C12_S34.7z,East Legon,28_02_2022,C12
Camera_PostCampaign2/EL/EL_03_05_2021_C12_S11.7z,East Legon,03_05_2021,C12
Camera_PostCampaign2/EL/EL_04_04_2022_C41_S21.7z,East Legon,04_04_2022,C41
Camera_PostCampaign2/EL/EL_28_02_2022_C41_S35.7z,East Legon,28_02_2022,C41
Camera_PostCampaign2/EL/EL_03_01_2022_C41_S31.7z,East Legon,03_01_2022,C41
Camera_PostCampaign2/EL/EL_14_02_2022_C41_S30.7z,East Legon,14_02_2022,C41
Camera_PostCampaign2/EL/EL_31_01_2022_C41_S46.7z,East Legon,31_01_2022,C41
Camera_PostCampaign2/EL/EL_24_01_2022_C41_S301.7z,East Legon,24_01_2022,C41
Camera_PostCampaign2/EL/EL_11_04_2022_C12_S2.7z,East Legon,11_04_2022,C12
Camera_PostCampaign2/EL/EL_21_03_2022_C41_S34.7z,East Legon,21_03_2022,C41
Camera_PostCampaign2/EL/EL_31_01_2022_C12_S20.7z,East Legon,31_01_2022,C12
Camera_PostCampaign2/EL/EL_13_09_2021_C12_S2.7z,East Legon,13_09_2021,C12
Camera_PostCampaign2/EL/EL_21_02_2022_C41_S31.7z,East Legon,21_02_2022,C41
Camera_PostCampaign2/EL/EL_24_05_2021_C12_S51.7z,East Legon,24_05_2021,C12
Camera_PostCampaign2/EL/EL_20_09_2021_C12_S30.7z,East Legon,20_09_2021,C12
Camera_PostCampaign2/EL/EL_24_01_2022_C12_S44.7z,East Legon,24_01_2022,C12
Camera_PostCampaign2/EL/EL_14_06_2021_C12_S76.7z,East Legon,14_06_2021,C12
Camera_PostCampaign2/EL/EL_07_02_2022_C41_S35.7z,East Legon,07_02_2022,C41
Camera_PostCampaign2/EL/EL_25_04_2022_C41_S65.7z,East Legon,25_04_2022,C41
Camera_PostCampaign2/EL/EL_24_05_2021_C41_S65.7z,East Legon,24_05_2021,C41
Camera_PostCampaign2/EL/EL_23_08_2021_C41_S44.7z,East Legon,23_08_2021,C41
Camera_PostCampaign2/ASH/ASH_13_09_2021_C22_S34.7z,Ashaiman,13_09_2021,C22
Camera_PostCampaign2/ASH/ASH_16_08_2021_C22_S76.7z,Ashaiman,16_08_2021,C22
Camera_PostCampaign2/ASH/ASH_18_10_2021_C22_S64.7z,Ashaiman,18_10_2021,C22
Camera_PostCampaign2/ASH/ASH_08_11_2021_C22_S15.7z,Ashaiman,08_11_2021,C22
Camera_PostCampaign2/ASH/ASH_21_06_2021_C22_S64.7z,Ashaiman,21_06_2021,C22
Camera_PostCampaign2/ASH/ASH_11_10_2021_C22_S46.7z,Ashaiman,11_10_2021,C22
Camera_PostCampaign2/ASH/ASH_30_08_2021_C22_S21.7z,Ashaiman,30_08_2021,C22
Camera_PostCampaign2/ASH/ASH_31_05_2021_C22_S64.7z,Ashaiman,31_05_2021,C22
Camera_PostCampaign2/ASH/ASH_17_05_2021_C22_S21.7z,Ashaiman,17_05_2021,C22
Camera_PostCampaign2/ASH/ASH_24_05_2021_C22_S20.7z,Ashaiman,24_05_2021,C22
Camera_PostCampaign2/ASH/ASH_20_09_2021_C22_S31.7z,Ashaiman,20_09_2021,C22
Camera_PostCampaign2/ASH/ASH_14_02_2022_C22_S47.7z,Ashaiman,14_02_2022,C22
Camera_PostCampaign2/ASH/ASH_10_05_2021_C22_S31.7z,Ashaiman,10_05_2021,C22
Camera_PostCampaign2/ASH/ASH_23_08_2021_C22_S2.7z,Ashaiman,23_08_2021,C22
Camera_PostCampaign2/ASH/ASH_14_06_2021_C22_S20.7z,Ashaiman,14_06_2021,C22
Camera_PostCampaign2/ASH/ASH_03_05_2021_C22_S20.7z,Ashaiman,03_05_2021,C22
Camera_PostCampaign2/Nima/Nima_04_02_2022_C40_S85.7z,Nima,04_02_2022,C40
Camera_PostCampaign2/Nima/Nima_08_10_2021_C40_S47.7z,Nima,08_10_2021,C40
Camera_PostCampaign2/Nima/Nima_05_11_2021_C2_S10.7z,Nima,05_11_2021,C2
Camera_PostCampaign2/Nima/Nima_01_10_2021_C2_S30.7z,Nima,01_10_2021,C2
Camera_PostCampaign2/Nima/Nima_26_11_2021_C40_S75.7z,Nima,26_11_2021,C40
Camera_PostCampaign2/Nima/Nima_22_04_2022_C02_S44.7z,Nima,22_04_2022,C02
Camera_PostCampaign2/Nima/Nima_07_05_2021_C40_S34.7z,Nima,07_05_2021,C40
Camera_PostCampaign2/Nima/Nima_17_09_2021_C2_S64.7z,Nima,17_09_2021,C2
Camera_PostCampaign2/Nima/Nima_15_10_2021_C2_S10.7z,Nima,15_10_2021,C2
Camera_PostCampaign2/Nima/Nima_04_03_2022_C2_S22.7z,Nima,04_03_2022,C2
Camera_PostCampaign2/Nima/Nima_28_01_2022_C2_S65.7z,Nima,28_01_2022,C2
Camera_PostCampaign2/Nima/Nima_12_11_2021_C40_S304.7z,Nima,12_11_2021,C40
Camera_PostCampaign2/Nima/Nima_04_02_2022_C2_S47.7z,Nima,04_02_2022,C2
Camera_PostCampaign2/Nima/Nima_28_05_2021_C40_S34.7z,Nima,28_05_2021,C40
Camera_PostCampaign2/Nima/Nima_10_12_2021_C2_S20.7z,Nima,10_12_2021,C2
Camera_PostCampaign2/Nima/Nima_13_08_2021_C2_S10.7z,Nima,13_08_2021,C2
Camera_PostCampaign2/Nima/Nima_07_01_2022_C2_S2.7z,Nima,07_01_2022,C2
Camera_PostCampaign2/Nima/Nima_25_02_2022_C40_S201.7z,Nima,25_02_2022,C40
Camera_PostCampaign2/Nima/Nima_21_01_2022_C40_S201.7z,Nima,21_01_2022,C40
Camera_PostCampaign2/Nima/Nima_11_02_2022_C40_S76.7z,Nima,11_02_2022,C40
Camera_PostCampaign2/Nima/Nima_12_11_2021_C2_S46.7z,Nima,12_11_2021,C2
Camera_PostCampaign2/Nima/Nima_15_04_2022_C40_S15.7z,Nima,15_04_2022,C40
Camera_PostCampaign2/Nima/Nima_16_07_2021_C40_S304.7z,Nima,16_07_2021,C40
Camera_PostCampaign2/Nima/Nima_20_08_2021_C2_S31.7z,Nima,20_08_2021,C2
Camera_PostCampaign2/Nima/Nima_25_02_2022_C2_S44.7z,Nima,25_02_2022,C2
Camera_PostCampaign2/Nima/Nima_25_06_2021_C40_S76.7z,Nima,25_06_2021,C40
Camera_PostCampaign2/Nima/Nima_28_02_2022_C40_S304.7z,Nima,28_02_2022,C40
Camera_PostCampaign2/Nima/Nima_26_11_2021_C2_S25.7z,Nima,26_11_2021,C2
Camera_PostCampaign2/Nima/Nima_17_09_2021_C40_S76.7z,Nima,17_09_2021,C40
Camera_PostCampaign2/Nima/Nima_07_01_2022_C40_S22.7z,Nima,07_01_2022,C40
Camera_PostCampaign2/Nima/Nima_07_05_2021_C2_S30.7z,Nima,07_05_2021,C2
Camera_PostCampaign2/Nima/Nima_29_10_2021_C2_S64.7z,Nima,29_10_2021,C2
Camera_PostCampaign2/Nima/Nima_14_05_2021_C40_S300.7z,Nima,14_05_2021,C40
Camera_PostCampaign2/Nima/Nima_21_05_2021_C2_S22.7z,Nima,21_05_2021,C2
Camera_PostCampaign2/Nima/Nima_18_06_2021_C2_S16.7z,Nima,18_06_2021,C2
Camera_PostCampaign2/Nima/Nima_10_09_2021_C2_S201.7z,Nima,10_09_2021,C2
Camera_PostCampaign2/Nima/Nima_02_07_2021_C40_S25.7z,Nima,02_07_2021,C40
Camera_PostCampaign2/Nima/Nima_03_12_2021_C2_S15.7z,Nima,03_12_2021,C2
Camera_PostCampaign2/Nima/Nima_30_07_2021_C2_S16.7z,Nima,30_07_2021,C2
Camera_PostCampaign2/Nima/Nima_25_03_2022_C2_S20.7z,Nima,25_03_2022,C2
Camera_PostCampaign2/Nima/Nima_04_06_2021_C2_S44.7z,Nima,04_06_2021,C2
Camera_PostCampaign2/Nima/Nima_18_06_2021_C40_S47.7z,Nima,18_06_2021,C40
Camera_PostCampaign2/Nima/Nima_28_05_2021_C2_S30.7z,Nima,28_05_2021,C2
Camera_PostCampaign2/Nima/Nima_23_07_2021_C2_S15.7z,Nima,23_07_2021,C2
Camera_PostCampaign2/Nima/Nima_15_10_2021_C40_S85.7z,Nima,15_10_2021,C40
Camera_PostCampaign2/Nima/Nima_17_12_2021_C2_S10.7z,Nima,17_12_2021,C2
Camera_PostCampaign2/Nima/Nima_24_09_2021_C40_S85.7z,Nima,24_09_2021,C40
Camera_PostCampaign2/Nima/Nima_03_12_2021_C40_S30.7z,Nima,03_12_2021,C40
Camera_PostCampaign2/Nima/Nima_01_04_2022_C40_S34.7z,Nima,01_04_2022,C40
Camera_PostCampaign2/Nima/Nima_24_12_2021_C40_S301.7z,Nima,24_12_2021,C40
Camera_PostCampaign2/Nima/Nima_30_07_2021_C40_S47.7z,Nima,30_07_2021,C40
Camera_PostCampaign2/Nima/Nima_14_01_2022_C40_S11.7z,Nima,14_01_2022,C40
Camera_PostCampaign2/Nima/Nima_21_01_2022_C2_S21.7z,Nima,21_01_2022,C2
Camera_PostCampaign2/Nima/Nima_04_06_2021_C40_S76.7z,Nima,04_06_2021,C40
Camera_PostCampaign2/Nima/Nima_06_08_2021_C2_S20.7z,Nima,06_08_2021,C2
Camera_PostCampaign2/Nima/Nima_10_09_2021_C40_S301.7z,Nima,10_09_2021,C40
Camera_PostCampaign2/Nima/Nima_06_08_2021_C40_S304.7z,Nima,06_08_2021,C40
Camera_PostCampaign2/Nima/Nima_11_06_2021_C2_S5.7z,Nima,11_06_2021,C2
Camera_PostCampaign2/Nima/Nima_19_11_2021_C40_S76.7z,Nima,19_11_2021,C40
Camera_PostCampaign2/Nima/Nima_21_05_2021_C40_S28.7z,Nima,21_05_2021,C40
Camera_PostCampaign2/Nima/Nima_22_10_2021_C40_S44.7z,Nima,22_10_2021,C40
Camera_PostCampaign2/Nima/Nima_19_11_2021_C2_S47.7z,Nima,19_11_2021,C2
Camera_PostCampaign2/Nima/Nima_20_08_2021_C40_S85.7z,Nima,20_08_2021,C40
Camera_PostCampaign2/Nima/Nima_17_12_2021_C40_S30.7z,Nima,17_12_2021,C40
Camera_PostCampaign2/Nima/Nima_23_07_2021_C40_S25.7z,Nima,23_07_2021,C40
Camera_PostCampaign2/Nima/Nima_25_06_2021_C2_S44.7z,Nima,25_06_2021,C2
Camera_PostCampaign2/Nima/Nima_11_03_2022_C40_S11.7z,Nima,11_03_2022,C40
Camera_PostCampaign2/Nima/Nima_09_07_2021_C40_S34.7z,Nima,09_07_2021,C40
Camera_PostCampaign2/Nima/Nima_01_04_2022_C2_S35.7z,Nima,01_04_2022,C2
Camera_PostCampaign2/Nima/Nima_01_10_2021_C40_S300.7z,Nima,01_10_2021,C40
Camera_PostCampaign2/Nima/Nima_10_12_2021_C40_S44.7z,Nima,10_12_2021,C40
Camera_PostCampaign2/Nima/Nima_16_07_2021_C2_S20.7z,Nima,16_07_2021,C2
Camera_PostCampaign2/Nima/Nima_11_02_2022_C2_S75.7z,Nima,11_02_2022,C2
Camera_PostCampaign2/Nima/Nima_02_07_2021_C2_S15.7z,Nima,02_07_2021,C2
Camera_PostCampaign2/Nima/Nima_18_02_2022_C40_S64.7z,Nima,18_02_2022,C40
Camera_PostCampaign2/Nima/Nima_27_08_2021_C2_S11.7z,Nima,27_08_2021,C2
Camera_PostCampaign2/Nima/Nima_31_12_2021_C2_S28.7z,Nima,31_12_2021,C2
Camera_PostCampaign2/Nima/Nima_14_01_2022_C2_S31.7z,Nima,14_01_2022,C2
Camera_PostCampaign2/Nima/Nima_22_10_2021_C2_S34.7z,Nima,22_10_2021,C2
Camera_PostCampaign2/Nima/Nima_11_06_2021_C40_S10.7z,Nima,11_06_2021,C40
Camera_PostCampaign2/Nima/Nima_09_07_2021_C2_S30.7z,Nima,09_07_2021,C2
Camera_PostCampaign2/Nima/Nima_14_05_2021_C2_S11.7z,Nima,14_05_2021,C2
Camera_PostCampaign2/Nima/Nima_31_12_2021_C40_S64.7z,Nima,31_12_2021,C40
Camera_PostCampaign2/Nima/Nima_13_08_2021_C40_S44.7z,Nima,13_08_2021,C40
Camera_PostCampaign2/Nima/Nima_03_09_2021_C2_S28.7z,Nima,03_09_2021,C2
Camera_PostCampaign2/Nima/Nima_04_03_2022_C40_S300.7z,Nima,04_03_2022,C40
Camera_PostCampaign2/Nima/Nima_08_10_2021_C2_S5.7z,Nima,08_10_2021,C2
Camera_PostCampaign2/Nima/Nima_18_03_2022_C2_S16.7z,Nima,18_03_2022,C2
Camera_PostCampaign2/Nima/Nima_05_11_2021_C40_S85.7z,Nima,05_11_2021,C40
Camera_PostCampaign2/Nima/Nima_08_04_2022_C40_S201.7z,Nima,08_04_2022,C40
Camera_PostCampaign2/Nima/Nima_24_09_2021_C2_S10.7z,Nima,24_09_2021,C2
Camera_PostCampaign2/Nima/Nima_27_08_2021_C40_S34.7z,Nima,27_08_2021,C40
Camera_PostCampaign2/Nima/Nima_24_12_2021_C2_S15.7z,Nima,24_12_2021,C2
Camera_PostCampaign2/Nima/Nima_08_04_2022_C2_S44.7z,Nima,08_04_2022,C2
Camera_PostCampaign2/Nima/Nima_29_04_2022_C2_S20.7z,Nima,29_04_2022,C2
Camera_PostCampaign2/Nima/Nima_15_04_2022_C2_S46.7z,Nima,15_04_2022,C2
Camera_PostCampaign2/Nima/Nima_22_04_2022_C40_S201.7z,Nima,22_04_2022,C40
Camera_PostCampaign2/Nima/Nima_29_10_2021_C40_S301.7z,Nima,29_10_2021,C40
Camera_PostCampaign2/Nima/Nima_18_03_2022_C40_S30.7z,Nima,18_03_2022,C40
Camera_PostCampaign2/Nima/Nima_03_09_2021_C40_S65.7z,Nima,03_09_2021,C40
Camera_PostCampaign2/JT/JT_28_05_2021_C9_S21.7z,Jamestown,28_05_2021,C9
Camera_PostCampaign2/JT/JT_21_05_2021_C28_S64.7z,Jamestown,21_05_2021,C28
Camera_PostCampaign2/JT/JT_13_08_2021_C9_S75.7z,Jamestown,13_08_2021,C9
Camera_PostCampaign2/JT/JT_18_06_2021_C9_S21.7z,Jamestown,18_06_2021,C9
Camera_PostCampaign2/JT/JT_24_09_2021_C44_S34.7z,Jamestown,24_09_2021,C44
Camera_PostCampaign2/JT/JT_10_09_2021_C44_S21.7z,Jamestown,10_09_2021,C44
Camera_PostCampaign2/JT/JT_11_06_2021_C9_S64.7z,Jamestown,11_06_2021,C9
Camera_PostCampaign2/JT/JT_17_09_2021_C44_S5.7z,Jamestown,17_09_2021,C44
Camera_PostCampaign2/JT/JT_04_06_2021_C9_S20.7z,Jamestown,04_06_2021,C9
Camera_PostCampaign2/JT/JT_14_05_2021_C28_S20.7z,Jamestown,14_05_2021,C28
Camera_PostCampaign2/JT/JT_07_05_2021_C28_S21.7z,Jamestown,07_05_2021,C28
Camera_PostCampaign2/JT/JT_27_08_2021_C44_S51.7z,Jamestown,27_08_2021,C44
Camera_PostCampaign2/JT/JT_19_11_2021_C44_S21.7z,Jamestown,19_11_2021,C44
Camera_PostCampaign2/JT/JT_09_07_2021_C9_S2.7z,Jamestown,09_07_2021,C9
Camera_PostCampaign2/JT/JT_26_11_2021_C44_S28.7z,Jamestown,26_11_2021,C44
Camera_PostCampaign2/JT/JT_30_07_2021_C9_S21.7z,Jamestown,30_07_2021,C9
Camera_PostCampaign2/JT/JT_08_10_2021_C44_S75.7z,Jamestown,08_10_2021,C44
Camera_PostCampaign2/JT/JT_03_09_2021_C44_S47.7z,Jamestown,03_09_2021,C44
Camera_PostCampaign2/LA/LA_05_11_2021_C25_S25.7z,Labadi,05_11_2021,C25
Camera_PostCampaign2/LA/LA_24_12_2021_C25_S85.7z,Labadi,24_12_2021,C25
Camera_PostCampaign2/LA/LA_25_06_2021_C25_S11.7z,Labadi,25_06_2021,C25
Camera_PostCampaign2/LA/LA_27_08_2021_C25_S5.7z,Labadi,27_08_2021,C25
Camera_PostCampaign2/LA/LA_03_09_2021_C25_S10.7z,Labadi,03_09_2021,C25
Camera_PostCampaign2/LA/LA_04_02_2022_C25_S44.7z,Labadi,04_02_2022,C25
Camera_PostCampaign2/LA/LA_18_06_2021_C25_S85.7z,Labadi,18_06_2021,C25
Camera_PostCampaign2/LA/LA_17_09_2021_C25_S11.7z,Labadi,17_09_2021,C25
Camera_PostCampaign2/LA/LA_01_10_2021_C25_S31.7z,Labadi,01_10_2021,C25
Camera_PostCampaign2/LA/LA_15_04_2022_C01_S21.7z,Labadi,15_04_2022,C01
Camera_PostCampaign2/LA/LA_17_12_2021_C25_S34.7z,Labadi,17_12_2021,C25
Camera_PostCampaign2/LA/LA_29_04_2022_C8_S85.7z,Labadi,29_04_2022,C8
Camera_PostCampaign2/LA/LA_01_04_2022_C25_S304.7z,Labadi,01_04_2022,C25
Camera_PostCampaign2/LA/LA_30_07_2021_C25_S44.7z,Labadi,30_07_2021,C25
Camera_PostCampaign2/LA/LA_25_03_2022_C25_S47.7z,Labadi,25_03_2022,C25
Camera_PostCampaign2/LA/LA_24_09_2021_C25_S25.7z,Labadi,24_09_2021,C25
Camera_PostCampaign2/LA/LA_22_04_2022_C28_S300.7z,Labadi,22_04_2022,C28
Camera_PostCampaign2/LA/LA_08_10_2021_C25_S15.7z,Labadi,08_10_2021,C25
Camera_PostCampaign2/LA/LA__18_02_2022_C25_S11.7z,Labadi,_18_02,2022
Camera_PostCampaign2/LA/LA_13_08_2021_C25_S28.7z,Labadi,13_08_2021,C25
Camera_PostCampaign2/LA/LA_20_08_2021_C25_S30.7z,Labadi,20_08_2021,C25
Camera_PostCampaign2/LA/LA_07_01_2022_C25_S304.7z,Labadi,07_01_2022,C25
Camera_PostCampaign2/LA/LA_03_12_2021_C25_S46.7z,Labadi,03_12_2021,C25
Camera_PostCampaign2/LA/LA_04_03_2022_C25_S76.7z,Labadi,04_03_2022,C25
Camera_PostCampaign2/LA/LA_15_10_2021_C25_S21.7z,Labadi,15_10_2021,C25
Camera_PostCampaign2/LA/LA_08_04_2022_C01_S76.7z,Labadi,08_04_2022,C01
Camera_PostCampaign2/LA/LA_16_07_2021_C25_S51.7z,Labadi,16_07_2021,C25
Camera_PostCampaign2/LA/LA_19_11_2021_C25_S20.7z,Labadi,19_11_2021,C25
Camera_PostCampaign2/LA/LA_25_02_2022_C25_S51.7z,Labadi,25_02_2022,C25
Camera_PostCampaign2/LA/LA_06_08_2021_C25_S201.7z,Labadi,06_08_2021,C25
Camera_PostCampaign2/LA/LA_09_07_2021_C25_S85.7z,Labadi,09_07_2021,C25
Camera_PostCampaign2/LA/LA_10_12_2021_C25_S21.7z,Labadi,10_12_2021,C25
Camera_PostCampaign2/LA/LA_07_05_2021_C25_S2.7z,Labadi,07_05_2021,C25
Camera_PostCampaign2/LA/LA_11_02_2022_C25_S20.7z,Labadi,11_02_2022,C25
Camera_PostCampaign2/LA/LA_14_01_2022_C25_S5.7z,Labadi,14_01_2022,C25
Camera_PostCampaign2/LA/LA_04_06_2021_C25_S51.7z,Labadi,04_06_2021,C25
Camera_PostCampaign2/LA/LA_28_05_2021_C25_S85.7z,Labadi,28_05_2021,C25
Camera_PostCampaign2/LA/LA_22_10_2021_C25_S46.7z,Labadi,22_10_2021,C25
Camera_PostCampaign2/LA/LA_02_07_2021_C25_S75.7z,Labadi,02_07_2021,C25
Camera_PostCampaign2/LA/LA_23_07_2021_C25_S64.7z,Labadi,23_07_2021,C25
Camera_PostCampaign2/LA/LA_10_09_2021_C25_S31.7z,Labadi,10_09_2021,C25
Camera_PostCampaign2/LA/LA_26_11_2021_C25_S34.7z,Labadi,26_11_2021,C25
Camera_PostCampaign2/LA/LA_21_05_2021_C25_S31.7z,Labadi,21_05_2021,C25
Camera_PostCampaign2/LA/LA_18_03_2022_C25_S61.7z,Labadi,18_03_2022,C25
Camera_PostCampaign2/AD/AD_20_08_2021_C17_S32.7z,Asylum Down,20_08_2021,C17
Camera_PostCampaign2/AD/AD_17_09_2021_C4_S20.7z,Asylum Down,17_09_2021,C4
Camera_PostCampaign2/AD/AD_01_04_2022_C4_S46.7z,Asylum Down,01_04_2022,C4
Camera_PostCampaign2/AD/AD_09_07_2021_C17_S76.7z,Asylum Down,09_07_2021,C17
Camera_PostCampaign2/AD/AD_28_05_2021_C4_S2.7z,Asylum Down,28_05_2021,C4
Camera_PostCampaign2/AD/AD_18_06_2021_C17_S30.7z,Asylum Down,18_06_2021,C17
Camera_PostCampaign2/AD/AD_26_11_2021_C4_S10.7z,Asylum Down,26_11_2021,C4
Camera_PostCampaign2/AD/AD_12_11_2021_C4_S5.7z,Asylum Down,12_11_2021,C4
Camera_PostCampaign2/AD/AD_01_04_2022_C17_S10.7z,Asylum Down,01_04_2022,C17
Camera_PostCampaign2/AD/AD_24_12_2021_C4_S11.7z,Asylum Down,24_12_2021,C4
Camera_PostCampaign2/AD/AD_11_03_2022_C4_S34.7z,Asylum Down,11_03_2022,C4
Camera_PostCampaign2/AD/AD_25_02_2022_C4_S65.7z,Asylum Down,25_02_2022,C4
Camera_PostCampaign2/AD/AD_29_10_2021_C4_S15.7z,Asylum Down,29_10_2021,C4
Camera_PostCampaign2/AD/AD_31_12_2021_C17_S44.7z,Asylum Down,31_12_2021,C17
Camera_PostCampaign2/AD/AD_01_10_2021_C4_S201.7z,Asylum Down,01_10_2021,C4
Camera_PostCampaign2/AD/AD_03_12_2021_C4_S61.7z,Asylum Down,03_12_2021,C4
Camera_PostCampaign2/AD/AD_17_12_2021_C4_S28.7z,Asylum Down,17_12_2021,C4
Camera_PostCampaign2/AD/AD_05_11_2021_C4_S2.7z,Asylum Down,05_11_2021,C4
Camera_PostCampaign2/AD/AD_04_06_2021_C4_S11.7z,Asylum Down,04_06_2021,C4
Camera_PostCampaign2/AD/AD_30_07_2021_C17_S85.7z,Asylum Down,30_07_2021,C17
Camera_PostCampaign2/AD/AD_29_10_2021_C17_S61.7z,Asylum Down,29_10_2021,C17
Camera_PostCampaign2/AD/AD_14_01_2022_C17_S85.7z,Asylum Down,14_01_2022,C17
Camera_PostCampaign2/AD/AD_01_10_2021_C17_S301.7z,Asylum Down,01_10_2021,C17
Camera_PostCampaign2/AD/AD_11_03_2022_C17_S35.7z,Asylum Down,11_03_2022,C17
Camera_PostCampaign2/AD/AD_22_10_2021_C17_S30.7z,Asylum Down,22_10_2021,C17
Camera_PostCampaign2/AD/AD_27_08_2021_C17_S304.7z,Asylum Down,27_08_2021,C17
Camera_PostCampaign2/AD/AD_11_06_2021_C17_S15.7z,Asylum Down,11_06_2021,C17
Camera_PostCampaign2/AD/AD_29_04_2022_C4_S30.7z,Asylum Down,29_04_2022,C4
Camera_PostCampaign2/AD/AD_21_05_2021_C17_S10.7z,Asylum Down,21_05_2021,C17
Camera_PostCampaign2/AD/AD_30_07_2021_C4_S31.7z,Asylum Down,30_07_2021,C4
Camera_PostCampaign2/AD/AD_08_10_2021_C4_S20.7z,Asylum Down,08_10_2021,C4
Camera_PostCampaign2/AD/AD_28_05_2021_C17_S61.7z,Asylum Down,28_05_2021,C17
Camera_PostCampaign2/AD/AD_18_02_2022_C4_S34.7z,Asylum Down,18_02_2022,C4
Camera_PostCampaign2/AD/AD_21_01_2022_C4_S28.7z,Asylum Down,21_01_2022,C4
Camera_PostCampaign2/AD/AD_20_08-2021_C4_S21.7z,Asylum Down,20_08-2021_C4,S21
Camera_PostCampaign2/AD/AD_22_04_2022_C17_S35.7z,Asylum Down,22_04_2022,C17
Camera_PostCampaign2/AD/AD_03_09_2021_C17_S22.7z,Asylum Down,03_09_2021,C17
Camera_PostCampaign2/AD/AD_16_07_2021_C4_S11.7z,Asylum Down,16_07_2021,C4
Camera_PostCampaign2/AD/AD_18_03_2022_C17_S44.7z,Asylum Down,18_03_2022,C17
Camera_PostCampaign2/AD/AD_19_11_2021_C17_S65.7z,Asylum Down,19_11_2021,C17
Camera_PostCampaign2/AD/AD_25_03_2022_C4_S15.7z,Asylum Down,25_03_2022,C4
Camera_PostCampaign2/AD/AD_14_05_2021_C4_S44.7z,Asylum Down,14_05_2021,C4
Camera_PostCampaign2/AD/AD_23_07_2021_C4_S75.7z,Asylum Down,23_07_2021,C4
