Full File Path,Site Location,Date,Camera
Camera_PostCampaign/EL/EL_30_11_2020_C41_S44.7z,East Legon,30_11_2020,C41
Camera_PostCampaign/EL/EL_01_02_2021_C41_S44.7z,East Legon,01_02_2021,C41
Camera_PostCampaign/EL/EL_15_06_2020_C32_S65.7z,East Legon,15_06_2020,C32
Camera_PostCampaign/EL/EL_21_09_2020_C12_S55.7z,East Legon,21_09_2020,C12
Camera_PostCampaign/EL/EL_26_04_2021_C12_S35.7z,East Legon,26_04_2021,C12
Camera_PostCampaign/EL/EL_31_08_2020_C12_S5.7z,East Legon,31_08_2020,C12
Camera_PostCampaign/EL/EL_20_04_2020_C32_S33.7z,East Legon,20_04_2020,C32
Camera_PostCampaign/EL/EL_18_05_2020_C32_S32.7z,East Legon,18_05_2020,C32
Camera_PostCampaign/EL/EL_26_02_2021_C41_S76.7z,East Legon,26_02_2021,C41
Camera_PostCampaign/EL/EL_14_12_2020_C12_S2.7z,East Legon,14_12_2020,C12
Camera_PostCampaign/EL/EL_05_10_2020_C12_S31.7z,East Legon,05_10_2020,C12
Camera_PostCampaign/EL/EL_06_07_2020_C12_S20.7z,East Legon,06_07_2020,C12
Camera_PostCampaign/EL/EL_22_06_2020_C32_S64.7z,East Legon,22_06_2020,C32
Camera_PostCampaign/EL/EL_29_06_2020_C12_S44.7z,East Legon,29_06_2020,C12
Camera_PostCampaign/EL/EL_16_11_2020_C12_S201.7z,East Legon,16_11_2020,C12
Camera_PostCampaign/EL/EL_11_05_2020_C32_S46.7z,East Legon,11_05_2020,C32
Camera_PostCampaign/EL/EL_13_07_2020_C12_S9.7z,East Legon,13_07_2020,C12
Camera_PostCampaign/EL/EL_28_09_2020_C12_S20.7z,East Legon,28_09_2020,C12
Camera_PostCampaign/EL/EL_01_02_2021_C12_S2.7z,East Legon,01_02_2021,C12
Camera_PostCampaign/EL/EL_21_09_2020_C41_S44.7z,East Legon,21_09_2020,C41
Camera_PostCampaign/EL/EL_05_04_2021_C12_S85.7z,East Legon,05_04_2021,C12
Camera_PostCampaign/EL/EL_28_12_2020_C12_S35.7z,East Legon,28_12_2020,C12
Camera_PostCampaign/EL/EL_29_06_2020_C41_S85.7z,East Legon,29_06_2020,C41
Camera_PostCampaign/EL/EL_03_05_2021_C12_S11.7z,East Legon,03_05_2021,C12
Camera_PostCampaign/EL/EL_28_12_2020_C41_S44.7z,East Legon,28_12_2020,C41
Camera_PostCampaign/EL/EL_17_08_2020_C12_S16.7z,East Legon,17_08_2020,C12
Camera_PostCampaign/EL/EL_07_09_2020_C12_S16.7z,East Legon,07_09_2020,C12
Camera_PostCampaign/EL/EL_24_08_2020_C12_S17.7z,East Legon,24_08_2020,C12
Camera_PostCampaign/EL/EL_22_06_2020_C12_S201.7z,East Legon,22_06_2020,C12
Camera_PostCampaign/EL/EL_27_07_2020_C12_S16.7z,East Legon,27_07_2020,C12
Camera_PostCampaign/EL/EL_10_08_2020_C12_S5.7z,East Legon,10_08_2020,C12
Camera_PostCampaign/EL/EL_22_03_2021_C12_S20.7z,East Legon,22_03_2021,C12
Camera_PostCampaign/EL/EL_15_06_2020_C12_S53.7z,East Legon,15_06_2020,C12
Camera_PostCampaign/EL/EL_15_03_2021_C41_S102.7z,East Legon,15_03_2021,C41
Camera_PostCampaign/EL/EL_29_03_2021_C41_S9.7z,East Legon,29_03_2021,C41
Camera_PostCampaign/EL/EL_08_06_2020_C32_S21.7z,East Legon,08_06_2020,C32
Camera_PostCampaign/EL/EL_03_08_2020_C12_S21.7z,East Legon,03_08_2020,C12
Camera_PostCampaign/EL/EL_05_03_2021_C41_S51.7z,East Legon,05_03_2021,C41
Camera_PostCampaign/EL/EL_18_01_2021_C41_S201.7z,East Legon,18_01_2021,C41
Camera_PostCampaign/EL/EL_20_04_2020_C12_S34.7z,East Legon,20_04_2020,C12
Camera_PostCampaign/EL/EL_10_08_2020_C41_S31.7z,East Legon,10_08_2020,C41
Camera_PostCampaign/EL/EL_07_12_2020_C41_S201.7z,East Legon,07_12_2020,C41
Camera_PostCampaign/EL/EL_02_11_2020_C12_S28.7z,East Legon,02_11_2020,C12
Camera_PostCampaign/EL/EL_29_03_2021_C12_S5.7z,East Legon,29_03_2021,C12
Camera_PostCampaign/EL/EL_06_07_2020_C41_S34.7z,East Legon,06_07_2020,C41
Camera_PostCampaign/EL/EL_18_05_2020_C12_S30.7z,East Legon,18_05_2020,C12
Camera_PostCampaign/EL/EL_23_11_2020_C41_S55.7z,East Legon,23_11_2020,C41
Camera_PostCampaign/EL/EL_05_10_2020_C41_S85.7z,East Legon,05_10_2020,C41
Camera_PostCampaign/EL/EL_13_07_2020_C41_S64.7z,East Legon,13_07_2020,C41
Camera_PostCampaign/EL/EL_16_11_2020_C41_S5.7z,East Legon,16_11_2020,C41
Camera_PostCampaign/EL/EL_26_04_2021_C41_S47.7z,East Legon,26_04_2021,C41
Camera_PostCampaign/EL/EL_27_07-2020_C41_S85.7z,East Legon,27_07-2020_C41,S85
Camera_PostCampaign/EL/EL_09_11_2020_C12_S31.7z,East Legon,09_11_2020,C12
Camera_PostCampaign/EL/EL_26_02_2021_C12_S31.7z,East Legon,26_02_2021,C12
Camera_PostCampaign/EL/EL_09_11_2020_C41_S76.7z,East Legon,09_11_2020,C41
Camera_PostCampaign/EL/EL_03_08_2020_C41_S44.7z,East Legon,03_08_2020,C41
Camera_PostCampaign/EL/EL_18_01_2021_C12_S5.7z,East Legon,18_01_2021,C12
Camera_PostCampaign/EL/EL_20_07_2020_C12_S11.7z,East Legon,20_07_2020,C12
Camera_PostCampaign/EL/EL_28_09_2020_C41_S34.7z,East Legon,28_09_2020,C41
Camera_PostCampaign/EL/EL_11_01_2021_C12_S5.7z,East Legon,11_01_2021,C12
Camera_PostCampaign/Ash/ASH_22_06_2020_C13_S32.7z,Ashaiman,22_06_2020,C13
Camera_PostCampaign/Ash/ASH_24_08_2020_C13_S21.7z,Ashaiman,24_08_2020,C13
Camera_PostCampaign/Ash/ASH_07_12_2020_C13_S5.7z,Ashaiman,07_12_2020,C13
Camera_PostCampaign/Ash/ASH_20_04_2020_C6_S43.7z,Ashaiman,20_04_2020,C6
Camera_PostCampaign/Ash/ASH_18_05_2020_C13_S49.7z,Ashaiman,18_05_2020,C13
Camera_PostCampaign/Ash/ASH_26_02_2021_C22_S11.7z,Ashaiman,26_02_2021,C22
Camera_PostCampaign/Ash/ASH_10_08_2020_C13_S10.7z,Ashaiman,10_08_2020,C13
Camera_PostCampaign/Ash/ASH_03_08_2020_C13_S9.7z,Ashaiman,03_08_2020,C13
Camera_PostCampaign/Ash/ASH_05_03_2021_C22_S61.7z,Ashaiman,05_03_2021,C22
Camera_PostCampaign/Ash/ASH_01_02_2021_C22_S11.7z,Ashaiman,01_02_2021,C22
Camera_PostCampaign/Ash/ASH_26_10_2020_C13_85.7z,Ashaiman,26_10_2020,C13
Camera_PostCampaign/Ash/ASH_23_11_2020_C13_S10.7z,Ashaiman,23_11_2020,C13
Camera_PostCampaign/Ash/ASH_04_01_2021_C13_S75.7z,Ashaiman,04_01_2021,C13
Camera_PostCampaign/Ash/ASH_05_10_2020_C13_S9.7z,Ashaiman,05_10_2020,C13
Camera_PostCampaign/Ash/ASH_19_10_2020_C13_S76.7z,Ashaiman,19_10_2020,C13
Camera_PostCampaign/Ash/ASH_14_12_2020_C13_S10.7z,Ashaiman,14_12_2020,C13
Camera_PostCampaign/Ash/ASH_26_04_2021_C22_S2.7z,Ashaiman,26_04_2021,C22
Camera_PostCampaign/Ash/ASH_27_07_2020_C13_S28.7z,Ashaiman,27_07_2020,C13
Camera_PostCampaign/Ash/ASH_09_11_2020_C13_S34.7z,Ashaiman,09_11_2020,C13
Camera_PostCampaign/Ash/ASH_21_09_2020_C13_S10.7z,Ashaiman,21_09_2020,C13
Camera_PostCampaign/Ash/ASH_05_04_2021_C22_S2.7z,Ashaiman,05_04_2021,C22
Camera_PostCampaign/Ash/ASH_01_06_2020_C13_S32.7z,Ashaiman,01_06_2020,C13
Camera_PostCampaign/Ash/ASH_28_12_2020_C13_S45.7z,Ashaiman,28_12_2020,C13
Camera_PostCampaign/Ash/ASH_06_07_2020_C13_S16.7z,Ashaiman,06_07_2020,C13
Camera_PostCampaign/Ash/ASH_19_04_2021_C22_S31.7z,Ashaiman,19_04_2021,C22
Camera_PostCampaign/Ash/ASH_29_03_2021_C22_S10.7z,Ashaiman,29_03_2021,C22
Camera_PostCampaign/Ash/ASH_16_11_2020_C13_S5.7z,Ashaiman,16_11_2020,C13
Camera_PostCampaign/Ash/ASH_12_10_2020_C13_S55.7z,Ashaiman,12_10_2020,C13
Camera_PostCampaign/Ash/ASH_20_07_2020_C13_S5.7z,Ashaiman,20_07_2020,C13
Camera_PostCampaign/Ash/ASH_12_04_2021_C22_S20.7z,Ashaiman,12_04_2021,C22
Camera_PostCampaign/Ash/ASH_21_12_2020_C13_S2.7z,Ashaiman,21_12_2020,C13
Camera_PostCampaign/Ash/ASH_25_01_2021_C22_S75.7z,Ashaiman,25_01_2021,C22
Camera_PostCampaign/Ash/ASH_29_06_2020_C13_S17.7z,Ashaiman,29_06_2020,C13
Camera_PostCampaign/Ash/ASH_11_01_2021_C13_S11.7z,Ashaiman,11_01_2021,C13
Camera_PostCampaign/Ash/ASH_22_03_2021_C22_S65.7z,Ashaiman,22_03_2021,C22
Camera_PostCampaign/Ash/ASH_08_06_2020_C13_S45.7z,Ashaiman,08_06_2020,C13
Camera_PostCampaign/Ash/ASH_30_11_2020_C13_S2.7z,Ashaiman,30_11_2020,C13
Camera_PostCampaign/Ash/ASH_13_07_2020_C13_S21.7z,Ashaiman,13_07_2020,C13
Camera_PostCampaign/Ash/ASH_14_09_2020_C13_S21.7z,Ashaiman,14_09_2020,C13
Camera_PostCampaign/Ash/ASH_25_05_2020_C13_S11.7z,Ashaiman,25_05_2020,C13
Camera_PostCampaign/Ash/ASH_07_09_2020_C13_S2.7z,Ashaiman,07_09_2020,C13
Camera_PostCampaign/Ash/ASH_08_02_2021_C22_S45.7z,Ashaiman,08_02_2021,C22
Camera_PostCampaign/Ash/ASH_15_02_2021_C22_S75.7z,Ashaiman,15_02_2021,C22
Camera_PostCampaign/Ash/ASH_17_08_2020_C13_S2.7z,Ashaiman,17_08_2020,C13
Camera_PostCampaign/Ash/ASH_03_05_2021_C22_S20.7z,Ashaiman,03_05_2021,C22
Camera_PostCampaign/Ash/ASH_28_09_2020_C13_S5.7z,Ashaiman,28_09_2020,C13
Camera_PostCampaign/Ash/ASH_15_03_2021_C22_S75.7z,Ashaiman,15_03_2021,C22
Camera_PostCampaign/Ash/ASH_02_11_2020_C13_S21.7z,Ashaiman,02_11_2020,C13
Camera_PostCampaign/Ash/ASH_11_05_2020_C6_S5.7z,Ashaiman,11_05_2020,C6
Camera_PostCampaign/Ash/ASH_15_06_2020_C13_S31.7z,Ashaiman,15_06_2020,C13
Camera_PostCampaign/Nima/Nima_24_07_2020_C27_S44.7z,Nima,24_07_2020,C27
Camera_PostCampaign/Nima/Nima_28_08_2020_C2_S5.7z,Nima,28_08_2020,C2
Camera_PostCampaign/Nima/Nima_12_06_2020_C2_S28.7z,Nima,12_06_2020,C2
Camera_PostCampaign/Nima/Nima_21_08_2020_C2_S22.7z,Nima,21_08_2020,C2
Camera_PostCampaign/Nima/Nima_26_03_2021_C2_S21.7z,Nima,26_03_2021,C2
Camera_PostCampaign/Nima/Nima_11_09_2020_C2_S28.7z,Nima,11_09_2020,C2
Camera_PostCampaign/Nima/Nima_27_11_2020_C33_S85.7z,Nima,27_11_2020,C33
Camera_PostCampaign/Nima/Nima_26_06_2020_C27_S50.7z,Nima,26_06_2020,C27
Camera_PostCampaign/Nima/Nima_26_06_2020_C2_S5.7z,Nima,26_06_2020,C2
Camera_PostCampaign/Nima/Nima_10_07_2020_C27_S51.7z,Nima,10_07_2020,C27
Camera_PostCampaign/Nima/Nima_29_05_2020_C2_S43.7z,Nima,29_05_2020,C2
Camera_PostCampaign/Nima/Nima_08_01_2021_C33_S201.7z,Nima,08_01_2021,C33
Camera_PostCampaign/Nima/Nima_02_04_2021_C40_S35.7z,Nima,02_04_2021,C40
Camera_PostCampaign/Nima/Nima_17_07_2020_C27_S200.7z,Nima,17_07_2020,C27
Camera_PostCampaign/Nima/Nima_12_02_2021_C2_S2.7z,Nima,12_02_2021,C2
Camera_PostCampaign/Nima/Nima_12_02_2021_C40_S44.7z,Nima,12_02_2021,C40
Camera_PostCampaign/Nima/Nima_15_05_2020_C2_S33.7z,Nima,15_05_2020,C2
Camera_PostCampaign/Nima/Nima_06_03_2021_C40_S16.7z,Nima,06_03_2021,C40
Camera_PostCampaign/Nima/Nima_24_12_2020_C2_S28.7z,Nima,24_12_2020,C2
Camera_PostCampaign/Nima/Nima_15_05_2020_C27_S34.7z,Nima,15_05_2020,C27
Camera_PostCampaign/Nima/Nima_29_05_2020_C27_S49.7z,Nima,29_05_2020,C27
Camera_PostCampaign/Nima/Nima_24_04_2020_C2_S2.7z,Nima,24_04_2020,C2
Camera_PostCampaign/Nima/Nima_11_09_2020_C33_S30.7z,Nima,11_09_2020,C33
Camera_PostCampaign/Nima/Nima_11_12_2020_C33_S76.7z,Nima,11_12_2020,C33
Camera_PostCampaign/Nima/Nima_05_06_2020_C27_S50.7z,Nima,05_06_2020,C27
Camera_PostCampaign/Nima/Nima_22_05_2020_C2_S64.7z,Nima,22_05_2020,C2
Camera_PostCampaign/Nima/Nima_23_04_2021_C2_S61.7z,Nima,23_04_2021,C2
Camera_PostCampaign/Nima/Nima_13_11_2020_C2_S29.7z,Nima,13_11_2020,C2
Camera_PostCampaign/Nima/Nima_18_09_2020_C2_S16.7z,Nima,18_09_2020,C2
Camera_PostCampaign/Nima/Nima_29_01_2021_C2_S9.7z,Nima,29_01_2021,C2
Camera_PostCampaign/Nima/Nima_17_07_2020_C2_S16.7z,Nima,17_07_2020,C2
Camera_PostCampaign/Nima/Nima_09_04_2021_C2_S22.7z,Nima,09_04_2021,C2
Camera_PostCampaign/Nima/Nima_16_04_2021_C2_S5.7z,Nima,16_04_2021,C2
Camera_PostCampaign/Nima/Nima_05_06_2020_C2_S5.7z,Nima,05_06_2020,C2
Camera_PostCampaign/Nima/Nima_13_11_2020_C33_S30.7z,Nima,13_11_2020,C33
Camera_PostCampaign/Nima/Nima_27_02_2021_C2_S102.7z,Nima,27_02_2021,C2
Camera_PostCampaign/Nima/Nima_31_07_2020_C2_S2.7z,Nima,31_07_2020,C2
Camera_PostCampaign/Nima/Nima_19_03_2021_C40_S9.7z,Nima,19_03_2021,C40
Camera_PostCampaign/Nima/Nima_26_03_2021_C40_S5.7z,Nima,26_03_2021,C40
Camera_PostCampaign/Nima/Nima_27_02_2021_C40_S85.7z,Nima,27_02_2021,C40
Camera_PostCampaign/Nima/Nima_11_12_2020_C2_S31.7z,Nima,11_12_2020,C2
Camera_PostCampaign/Nima/Nima_18_12_2020_C2_S61.7z,Nima,18_12_2020,C2
Camera_PostCampaign/Nima/Nima_02_04_2021_C2_S11.7z,Nima,02_04_2021,C2
Camera_PostCampaign/Nima/Nima_07_08_2020_C2_S2.7z,Nima,07_08_2020,C2
Camera_PostCampaign/Nima/Nima_19_02_2021_C2_S20.7z,Nima,19_02_2021,C2
Camera_PostCampaign/Nima/Nima_30_04_2021_C2_S5.7z,Nima,30_04_2021,C2
Camera_PostCampaign/Nima/Nima_10_07_2020_C2_S22.7z,Nima,10_07_2020,C2
Camera_PostCampaign/Nima/Nima_15_01_2021_C2_S2.7z,Nima,15_01_2021,C2
Camera_PostCampaign/Nima/Nima_19_06_2020_C2_S17.7z,Nima,19_06_2020,C2
Camera_PostCampaign/Nima/Nima_19_03_2021_C2_S5.7z,Nima,19_03_2021,C2
Camera_PostCampaign/Nima/Nima_25_09_2020_C33_S51.7z,Nima,25_09_2020,C33
Camera_PostCampaign/Nima/Nima_09_10_2020_C33_S34.7z,Nima,09_10_2020,C33
Camera_PostCampaign/Nima/Nima_19_02_2021_C40_S64.7z,Nima,19_02_2021,C40
Camera_PostCampaign/Nima/Nima_24_04_2020_C27_S45.7z,Nima,24_04_2020,C27
Camera_PostCampaign/Nima/Nima_30_04_2021_C40_S10.7z,Nima,30_04_2021,C40
Camera_PostCampaign/Nima/Nima_23_10_2020_C32_S30.7z,Nima,23_10_2020,C32
Camera_PostCampaign/Nima/Nima_31_12_2020_C33_S76.7z,Nima,31_12_2020,C33
Camera_PostCampaign/Nima/Nima_19_06_2020_C27_S21.7z,Nima,19_06_2020,C27
Camera_PostCampaign/Nima/Nima_22_05_2020_C27_S201.7z,Nima,22_05_2020,C27
Camera_PostCampaign/Nima/Nima_14_08_2020_C27_S64.7z,Nima,14_08_2020,C27
Camera_PostCampaign/Nima/Nima_03_07_2020_C27_S28.7z,Nima,03_07_2020,C27
Camera_PostCampaign/Nima/Nima_15_01_2021_C40_22.7z,Nima,15_01_2021,C40
Camera_PostCampaign/Nima/Nima_02_10_2020_C2_S44.7z,Nima,02_10_2020,C2
Camera_PostCampaign/Nima/Nima_04_09_2020_C33_S64.7z,Nima,04_09_2020,C33
Camera_PostCampaign/Nima/Nima_23_04_2021_C40_S201.7z,Nima,23_04_2021,C40
Camera_PostCampaign/Nima/Nima_02_10_2020_C33_S55.7z,Nima,02_10_2020,C33
Camera_PostCampaign/Nima/Nima_09_10_2020_C2_S20.7z,Nima,09_10_2020,C2
Camera_PostCampaign/Nima/Nima_14_08_2020_C2_S11.7z,Nima,14_08_2020,C2
Camera_PostCampaign/Nima/Nima_21_08_2020_C27_S51.7z,Nima,21_08_2020,C27
Camera_PostCampaign/Nima/Nima_12_06_2020_C27_S15.7z,Nima,12_06_2020,C27
Camera_PostCampaign/Nima/Nima_30_10_2020_C2_S2.7z,Nima,30_10_2020,C2
Camera_PostCampaign/Nima/Nima_27_11_2020_C2_S45.7z,Nima,27_11_2020,C2
Camera_PostCampaign/Nima/Nima_03_07_2020_C2_S15.7z,Nima,03_07_2020,C2
Camera_PostCampaign/Nima/Nima_08_01_2021_C2_S5.7z,Nima,08_01_2021,C2
Camera_PostCampaign/Nima/Nima_16_04_2021_C40_S21.7z,Nima,16_04_2021,C40
Camera_PostCampaign/Nima/Nima_29_01_2021_C40_S65.7z,Nima,29_01_2021,C40
Camera_PostCampaign/Nima/Nima_23_10_2020_C2_S28.7z,Nima,23_10_2020,C2
Camera_PostCampaign/Nima/NM_22_01_2021_C2_S16.7z,Nima,22_01_2021,C2
Camera_PostCampaign/Nima/Nima_06_03_2021_C2_S10.7z,Nima,06_03_2021,C2
Camera_PostCampaign/Nima/Nima_18_09_2020_C33_S45.7z,Nima,18_09_2020,C33
Camera_PostCampaign/Nima/Nima_16_10_2020_C32_S64.7z,Nima,16_10_2020,C32
Camera_PostCampaign/Nima/Nima_18_12_2020_C33_S201.7z,Nima,18_12_2020,C33
Camera_PostCampaign/Nima/Nima_30_10_2020_C33_S6.7z,Nima,30_10_2020,C33
Camera_PostCampaign/Nima/Nima_25_09_2020_C2_S16.7z,Nima,25_09_2020,C2
Camera_PostCampaign/Nima/NM_22_01_2021_C40_S85.7z,Nima,22_01_2021,C40
Camera_PostCampaign/Nima/Nima_16_10_2020_C2_S11.7z,Nima,16_10_2020,C2
Camera_PostCampaign/Nima/Nima_24_07_2020_C2_S21.7z,Nima,24_07_2020,C2
Camera_PostCampaign/Nima/Nima_09_04_2021_C40_S28.7z,Nima,09_04_2021,C40
Camera_PostCampaign/Nima/Nima_31_07_2020_C27_S31.7z,Nima,31_07_2020,C27
Camera_PostCampaign/Nima/Nima_04_09_2020_C2_S11.7z,Nima,04_09_2020,C2
Camera_PostCampaign/Nima/Nima_07_08_2020_C27_S64.7z,Nima,07_08_2020,C27
Camera_PostCampaign/JT/JT_27_11_2020_C9_S5.7z,Jamestown,27_11_2020,C9
Camera_PostCampaign/JT/JT_04_12_2020_C9_S10.7z,Jamestown,04_12_2020,C9
Camera_PostCampaign/JT/JT_22_05_2020_C9_S51.7z,Jamestown,22_05_2020,C9
Camera_PostCampaign/JT/JT_11_09_2020_C9_S10.7z,Jamestown,11_09_2020,C9
Camera_PostCampaign/JT/JT_26_06_2020_C9_S31.7z,Jamestown,26_06_2020,C9
Camera_PostCampaign/JT/JT_20_11_2020_C9_S34.7z,Jamestown,20_11_2020,C9
Camera_PostCampaign/JT/JT_28_08_2020_C9_S2.7z,Jamestown,28_08_2020,C9
Camera_PostCampaign/JT/JT_05_06_2020_C9_S51.7z,Jamestown,05_06_2020,C9
Camera_PostCampaign/JT/JT_15_01_2021_C31_S75.7z,Jamestown,15_01_2021,C31
Camera_PostCampaign/JT/JT_19_06_2020_C9_S45.7z,Jamestown,19_06_2020,C9
Camera_PostCampaign/JT/JT_06_03_2021_C31_S35.7z,Jamestown,06_03_2021,C31
Camera_PostCampaign/JT/JT_29_05_2020_C9_S30.7z,Jamestown,29_05_2020,C9
Camera_PostCampaign/JT/JT_24_04_2020_C31_S49.7z,Jamestown,24_04_2020,C31
Camera_PostCampaign/JT/JT_02_04_2021_C31_S20.7z,Jamestown,02_04_2021,C31
Camera_PostCampaign/JT/JT_17_07_2020_C9_S50.7z,Jamestown,17_07_2020,C9
Camera_PostCampaign/JT/JT_12_02_2021_C31_S11.7z,Jamestown,12_02_2021,C31
Camera_PostCampaign/JT/JT_18_12_2020_C9_S5.7z,Jamestown,18_12_2020,C9
Camera_PostCampaign/JT/JT_15_05_2020_C31_S43.7z,Jamestown,15_05_2020,C31
Camera_PostCampaign/JT/JT_19_03_2021_C31_S10.7z,Jamestown,19_03_2021,C31
Camera_PostCampaign/JT/JT_19_02_2021_C31_S45.7z,Jamestown,19_02_2021,C31
Camera_PostCampaign/JT/JT_23_04_2021_C28_S20.7z,Jamestown,23_04_2021,C28
Camera_PostCampaign/JT/JT_31_12_2020_C9_S11.7z,Jamestown,31_12_2020,C9
Camera_PostCampaign/JT/JT_08_01_2021_C9_S45.7z,Jamestown,08_01_2021,C9
Camera_PostCampaign/JT/JT_09_10_2020_C9_S5.7z,Jamestown,09_10_2020,C9
Camera_PostCampaign/JT/JT_06_11_2020_C9_S64.7z,Jamestown,06_11_2020,C9
Camera_PostCampaign/JT/JT_26_03_2021_C31_S75.7z,Jamestown,26_03_2021,C31
Camera_PostCampaign/JT/JT_21_08_2020_C9_S10.7z,Jamestown,21_08_2020,C9
Camera_PostCampaign/JT/JT_24_12_2020_C9_S10.7z,Jamestown,24_12_2020,C9
Camera_PostCampaign/JT/JT_29_01_2021_C31_S45.7z,Jamestown,29_01_2021,C31
Camera_PostCampaign/JT/JT_16_04_2021_C31_S2.7z,Jamestown,16_04_2021,C31
Camera_PostCampaign/JT/JT_31_07_2020_C9_S10.7z,Jamestown,31_07_2020,C9
Camera_PostCampaign/JT/JT_14_08_2020_C9_S21.7z,Jamestown,14_08_2020,C9
Camera_PostCampaign/JT/JT_07_08_2020_C9_S16.7z,Jamestown,07_08_2020,C9
Camera_PostCampaign/JT/JT_11_12_2020_C9_S2.7z,Jamestown,11_12_2020,C9
Camera_PostCampaign/JT/JT_12_06_2020_C9_S32.7z,Jamestown,12_06_2020,C9
Camera_PostCampaign/JT/JT_13_11_2020_C9_S21.7z,Jamestown,13_11_2020,C9
Camera_PostCampaign/JT/JT_25_09_2020_C9_S85.7z,Jamestown,25_09_2020,C9
Camera_PostCampaign/JT/JT_30_04_2021_C28_S25.7z,Jamestown,30_04_2021,C28
Camera_PostCampaign/JT/JT_24_07_2020_C9_S9.7z,Jamestown,24_07_2020,C9
Camera_PostCampaign/JT/JT_18_09_2020_C9_S2.7z,Jamestown,18_09_2020,C9
Camera_PostCampaign/JT/JT_22_01_2021_C31_S11.7z,Jamestown,22_01_2021,C31
Camera_PostCampaign/JT/JT_30_10_2020_C9_S44.7z,Jamestown,30_10_2020,C9
Camera_PostCampaign/JT/JT_02_10_2020_C9_S5.7z,Jamestown,02_10_2020,C9
Camera_PostCampaign/JT/JT_03_07_2020_C9_S9.7z,Jamestown,03_07_2020,C9
Camera_PostCampaign/JT/JT_27_02_2021_C31_S21.7z,Jamestown,27_02_2021,C31
Camera_PostCampaign/JT/JT_16_10_2020_C9_S9.7z,Jamestown,16_10_2020,C9
Camera_PostCampaign/JT/JT_23_10_2020_C9_S55.7z,Jamestown,23_10_2020,C9
Camera_PostCampaign/JT/JT_04_09_2020_C9_S21.7z,Jamestown,04_09_2020,C9
Camera_PostCampaign/LA/LA_26_06_2020_C16_S2.7z,Labadi,26_06_2020,C16
Camera_PostCampaign/LA/LA_26_03_2021_C25_S2.7z,Labadi,26_03_2021,C25
Camera_PostCampaign/LA/LA_31_07_2020_C16_S30.7z,Labadi,31_07_2020,C16
Camera_PostCampaign/LA/LA_19_03_2021_C25_S28.7z,Labadi,19_03_2021,C25
Camera_PostCampaign/LA/LA_27_02_2021_C25_S75.7z,Labadi,27_02_2021,C25
Camera_PostCampaign/LA/LA_27_11_2020_C25_S201.7z,Labadi,27_11_2020,C25
Camera_PostCampaign/LA/LA_16_04_2021_C25_S75.7z,Labadi,16_04_2021,C25
Camera_PostCampaign/LA/LA_19_06_2020_C16_S22.7z,Labadi,19_06_2020,C16
Camera_PostCampaign/LA/LA_21_08_2020_C16_S55.7z,Labadi,21_08_2020,C16
Camera_PostCampaign/LA/LA_15_01_2021_C25_S30.7z,Labadi,15_01_2021,C25
Camera_PostCampaign/LA/LA_29_01_2021_C25_S61.7z,Labadi,29_01_2021,C25
Camera_PostCampaign/LA/LA_09_10_2020_C25_S65.7z,Labadi,09_10_2020,C25
Camera_PostCampaign/LA/LA_06_03_2021_C25_S11.7z,Labadi,06_03_2021,C25
Camera_PostCampaign/LA/LA_04_09_2020_C16_S17.7z,Labadi,04_09_2020,C16
Camera_PostCampaign/LA/LA_18_12_2020_C25_S45.7z,Labadi,18_12_2020,C25
Camera_PostCampaign/LA/LA_31_12_2020_C25_S2.7z,Labadi,31_12_2020,C25
Camera_PostCampaign/LA/LA_15_05_2020_C16_S65.7z,Labadi,15_05_2020,C16
Camera_PostCampaign/LA/LA_28_08_2020_C16_S16.7z,Labadi,28_08_2020,C16
Camera_PostCampaign/LA/LA_24_04_2020_C16_S22.7z,Labadi,24_04_2020,C16
Camera_PostCampaign/LA/LA_12_06_2020_C16_S10.7z,Labadi,12_06_2020,C16
Camera_PostCampaign/LA/LA_09_04_2021_C25_S31.7z,Labadi,09_04_2021,C25
Camera_PostCampaign/LA/LA_17_07_2020_C16_S10.7z,Labadi,17_07_2020,C16
Camera_PostCampaign/LA/LA_20_11_2020_C25_S2.7z,Labadi,20_11_2020,C25
Camera_PostCampaign/LA/LA_11_09_2020_C16_S22.7z,Labadi,11_09_2020,C16
Camera_PostCampaign/LA/LA_25_09_2020_C25_S9.7z,Labadi,25_09_2020,C25
Camera_PostCampaign/LA/LA_03_07_2020_C16_S60.7z,Labadi,03_07_2020,C16
Camera_PostCampaign/LA/LA_29_05_2020_C16_S22.7z,Labadi,29_05_2020,C16
Camera_PostCampaign/LA/LA_24_07_2020_C16_S15.7z,Labadi,24_07_2020,C16
Camera_PostCampaign/LA/LA_19_02_2021_C25_S61.7z,Labadi,19_02_2021,C25
Camera_PostCampaign/LA/LA_13_11_2020_C25_S55.7z,Labadi,13_11_2020,C25
Camera_PostCampaign/LA/LA_23_10_2020_C25_S21.7z,Labadi,23_10_2020,C25
Camera_PostCampaign/LA/LA_08_01_2021_C25_S35.7z,Labadi,08_01_2021,C25
Camera_PostCampaign/LA/LA_22_05_2020_C16_S13.7z,Labadi,22_05_2020,C16
Camera_PostCampaign/LA/LA_16_10_2020_C25_S51.7z,Labadi,16_10_2020,C25
Camera_PostCampaign/LA/LA_02_04_2021_C25_S65.7z,Labadi,02_04_2021,C25
